epoch,val_loss,val_acc,val_f1
1,1.4511121401080378,0.5113468906572355,0.05879797753114629
2,1.2615417994006917,0.5225464190981433,0.10778420963470786
3,0.9767066939837403,0.6339522546419099,0.32886286542543963
4,0.7809625364564083,0.6973180076628352,0.5066243440867719
5,0.6654849731259875,0.7486000589448866,0.6182709615789707
6,0.5924411958290471,0.7804302976716769,0.6749448501279158
7,0.5312915456791719,0.812555260831123,0.741325604974644
8,0.5674046835586153,0.7966401414677277,0.720414383939244
9,0.49955353997992696,0.8337754199823165,0.7665103954301776
10,0.45324388239101543,0.8464485705865016,0.8030450016968068
11,0.46037434174515374,0.8544061302681992,0.798699985850412
12,0.45643738983199,0.8591217211906867,0.8170963871844248
13,0.5380507501529926,0.8493958149130563,0.78022132156019
14,0.49141764271620625,0.865605658709107,0.81740506300436
15,0.45547392627567107,0.8759210138520483,0.8251271661170279
16,0.47240141548940706,0.87061597406425,0.8365095247930682
17,0.4918203079432715,0.8626584143825523,0.8292081947173936
18,0.47047779591176314,0.8765104627173592,0.8309893722699836
19,0.4624958863051789,0.8800471559092249,0.8439322974909335
20,0.4588482314903996,0.8835838491010904,0.8529162030483293
21,0.49818832586067774,0.8676687297376953,0.819418889181414
22,0.5486297979584412,0.8641320365458296,0.8438191445955464
23,0.4720408195269691,0.883878573533746,0.8517374561637001
24,0.4708318345588783,0.887709991158267,0.8518929777528428
25,0.47962959967938973,0.8915414087827881,0.8495754636476537
