epoch,val_loss,val_acc,val_f1
1,1.1908959732563407,0.5372826407309166,0.3351810300727394
2,0.5514654805366364,0.8013557323902152,0.712889556244925
3,0.4229341688936714,0.8532272325375774,0.7913081110211309
4,0.3781978180340957,0.8641320365458296,0.8253376329521841
5,0.4080316558851067,0.8664898320070734,0.8216533075950736
6,0.3392763238408844,0.8962569997052756,0.8633124143916059
7,0.41284957318351156,0.8859416445623343,0.8776901524124113
8,0.3625884322407526,0.9000884173297966,0.8689628467324112
9,0.354739354419979,0.8980253463012083,0.8794229542322923
10,0.37734839076680754,0.9036251105216623,0.8810541103838821
11,0.39710333977456214,0.8980253463012083,0.8903346775880953
12,0.37073945554341964,0.9036251105216623,0.8799096879933629
13,0.4175912764546444,0.8992042440318302,0.8796330943573114
14,0.38273090197186255,0.901562039493074,0.8886785748911183
15,0.38759271947734913,0.9095195991747715,0.9065219053901679
16,0.40190349808485565,0.9030356616563513,0.8952262855917177
