epoch,val_loss,val_acc,val_f1
1,1.3890464438332453,0.5113468906572355,0.05879797753114629
2,1.1831692746943898,0.5605658709106985,0.18077380817809602
3,0.9091210213524324,0.6584143825523135,0.4119275960496895
4,0.7982461807076577,0.6855290303566166,0.4992503022025423
5,0.6729239613783581,0.7456528146183319,0.5631504890596557
6,0.6662924653264107,0.7527262010020631,0.6708701116688451
7,0.5299014579504728,0.811965811965812,0.7531799620226394
8,0.5587104689674797,0.8010610079575596,0.7520888677958052
9,0.5292180167442119,0.8264073091659299,0.7548342396759395
10,0.46921318721595323,0.843501326259947,0.7992024656624572
11,0.4694213938265521,0.8493958149130563,0.7932244829631155
12,0.4643999575033646,0.860005894488653,0.8273102705401061
13,0.5343466812466633,0.8526377836722664,0.7909482753721757
14,0.47908980927119654,0.860595343353964,0.8120220654450662
15,0.4521292033696901,0.8759210138520483,0.8398446848542559
16,0.48331542407955835,0.8703212496315944,0.8393820810020568
17,0.49042131958844104,0.8673740053050398,0.842364726551019
18,0.4779995531749187,0.8762157382847038,0.837253240732415
19,0.47870848760983253,0.8815207780725022,0.8488293367435802
20,0.46361631765116557,0.8847627468317123,0.858929468598724
21,0.4776529880020664,0.8747421161214265,0.8395300502656781
22,0.5651708401769779,0.8635425876805187,0.8464281320574176
23,0.4718916472467956,0.8874152667256116,0.8576370682589776
24,0.4892457398084473,0.882699675803124,0.8534253212854431
25,0.4848972188763717,0.8880047155909225,0.850393011804275
