Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,1.7925022625000664,1.7863952996911392,0.15672536767026446,0.10197465369879163,6.869780869072513e-05
2,1.7904453205278272,1.7809381963860276,0.15798775484441077,0.1523725316828765,5.652420991660293e-05
3,1.784025513643509,1.770208140934529,0.19232468598119043,0.2720306513409962,6.290792267648949e-05
4,1.7722868144282682,1.7548022802481074,0.24534494729533549,0.40671971706454463,7.269167730033695e-05
5,1.7549889340723042,1.7350620975053104,0.32601148772328475,0.48040082522841143,7.312056889311575e-05
6,1.734619373407793,1.7116862948651235,0.39645269204064887,0.49631594459180667,7.035889830514351e-05
7,1.710343381209272,1.685262208592038,0.4486524016915988,0.5016209843796051,7.083245481888258e-05
8,1.6854473342199048,1.6564959753870157,0.4762355614466957,0.5025051576775714,6.507116157749886e-05
9,1.656923052526172,1.6259435085360716,0.4899955816448905,0.5033893309755378,7.23979091325252e-05
10,1.6277978330190335,1.595417654271889,0.49523448841759765,0.5039787798408488,7.452175020231019e-05
11,1.5988559391449957,1.5655705748214295,0.49914788865745124,0.5069260241674035,7.543089503720651e-05
12,1.5710264895364565,1.5372999743167328,0.5006627532664268,0.5092838196286472,7.379094902587074e-05
13,1.5463942243829714,1.5113015376534253,0.5016726630057439,0.5107574417919245,7.120118119804981e-05
14,1.5214298180180021,1.4878006469103708,0.5019882597992804,0.5104627173592691,7.198918296902091e-05
15,1.4994733859544178,1.466992670267759,0.5031875276147194,0.51105216622458,7.519110701477362e-05
16,1.4836670647123158,1.4491131858702013,0.5037556018430853,0.5113468906572355,7.425836561786055e-05
17,1.4651536779452445,1.433011795896153,0.5037556018430853,0.5113468906572355,7.441679967711581e-05
18,1.4510930349660824,1.4188924616429435,0.5039449599192072,0.5113468906572355,6.832650896200122e-05
19,1.4408445887468397,1.4064194917889636,0.5048286309411096,0.5113468906572355,7.412953260292092e-05
20,1.4265744762198533,1.3949578880666458,0.5048286309411096,0.5116416150898909,7.293825234411522e-05
