epoch,val_loss,val_acc,val_f1
1,1.3818418383598328,0.5240200412614205,0.20421932343684313
2,0.904268072159202,0.6386678455643973,0.55496247486457
3,0.7351827671130499,0.708517536103743,0.6650362021286272
4,0.5659151746443024,0.7854406130268199,0.7377805423726503
5,0.4824294454107682,0.8275862068965517,0.7869518556845764
6,0.4731562603265047,0.8355437665782494,0.7997959587930943
7,0.4868862186041143,0.8535219569702328,0.8187584733065184
8,0.47431296451638144,0.8644267609784851,0.8259753019197328
9,0.47861915161074314,0.8603006189213086,0.8365993178156282
10,0.5430711129749263,0.8564692012967875,0.8422000220529637
11,0.4977090649858669,0.8661951075744179,0.836494741753559
12,0.5266916206865399,0.8664898320070734,0.8499009527150403
13,0.5755674865752183,0.8617742410845859,0.845516220327902
14,0.5388550757844415,0.8712054229295608,0.846533937003088
15,0.5207091257734983,0.8770999115826702,0.845481560227144
16,0.617938893398753,0.865605658709107,0.8497920268348627
17,0.5003126408059702,0.8844680223990569,0.858055686231346
18,0.5608288972440211,0.8765104627173592,0.8485198491669915
