Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,2.1268409154018295,2.1421914423527424,0.10970144543331439,0.12024756852343059,0.0005273532590533208
2,2.080758907966058,2.0313958317138017,0.11355172631446064,0.12172119068670793,0.0005341193625280323
3,1.9550441107891097,1.8326929961900742,0.12497633024048475,0.13704686118479223,0.0005348389372789204
4,1.7786358852756075,1.6099573760267347,0.19762671211260494,0.3857942823460065,0.0005301258701391159
5,1.601642421525453,1.4658087866165066,0.38843653348481977,0.5063365753020925,0.0005206551913291692
6,1.5051071418548394,1.4232308589143807,0.48305245218708576,0.5101679929266136,0.0005113964150637108
7,1.4623657448126393,1.4135701710447743,0.4971911885375245,0.51105216622458,0.0005526920539640699
8,1.4396499907105873,1.4055096982960993,0.5010414694186707,0.51105216622458,0.0005521107327943347
9,1.432788441121439,1.4009024250166555,0.5015464242883292,0.51105216622458,0.0005546346620004571
10,1.4255259676216783,1.3935769763696941,0.5030612888973048,0.5113468906572355,0.0005553872839772309
11,1.4181716045120076,1.388461332914227,0.5029981695385974,0.5113468906572355,0.0005602976111520581
12,1.4131692667121216,1.3856408700737812,0.5032506469734267,0.5113468906572355,0.0005539852448848509
13,1.4088152071099793,1.3801837552096194,0.5031875276147194,0.5113468906572355,0.0005537932067930807
14,1.4039205649107807,1.376849391697221,0.5036924824843779,0.5113468906572355,0.000536452201718537
15,1.399587495703367,1.3747926132186408,0.5036924824843779,0.5113468906572355,0.0005475994704355534
16,1.3974132622115232,1.37047146247124,0.5035031244082561,0.5113468906572355,0.0005255398903502243
17,1.3941624973832014,1.3669765509232426,0.5032506469734267,0.5113468906572355,0.0005429915043092215
18,1.3926477736500653,1.3662286162411537,0.5035662437669634,0.5113468906572355,0.0005608629053201683
19,1.3887301772326854,1.3628271797432014,0.5035031244082561,0.5113468906572355,0.0005447329095176982
20,1.3854294218123429,1.3590221962955473,0.5040711986366219,0.5113468906572355,0.000511579905421281
21,1.3856317514663827,1.3583653165006089,0.5037556018430853,0.5113468906572355,0.0005106949290038584
22,1.3800467900282385,1.355646453352056,0.5040080792779146,0.5113468906572355,0.0005376102541655233
23,1.3795332225714565,1.352649558514506,0.5037556018430853,0.5113468906572355,0.000504938963047522
24,1.3759553035175545,1.3501768756538164,0.5037556018430853,0.5113468906572355,0.0005178517752928331
25,1.3701887786189,1.345379128555896,0.5045130341475731,0.5116416150898909,0.000516099971344335
26,1.3681145430152963,1.3422835819706467,0.5045130341475731,0.5122310639552019,0.000516383461162748
27,1.3652578674993723,1.3385919872512164,0.5036924824843779,0.5119363395225465,0.0005028445875826023
28,1.3576553459947913,1.3331835824340765,0.5048286309411096,0.5125257883878573,0.0005120546357435898
29,1.355554658791893,1.3278325029154496,0.5060278987565486,0.5139994105511347,0.0005203005807504942
30,1.3525295891951696,1.3234355258548152,0.5069746891371584,0.5134099616858238,0.000512386642982884
31,1.3471039682147044,1.317806577527906,0.5077952408003534,0.5142941349837902,0.0005035836204678575
32,1.3414943221541944,1.312207740561083,0.5082370763113047,0.5163572060123784,0.0005200693404622612
33,1.335391102930907,1.305608527343462,0.5102568957899388,0.5187150014736222,0.00051257788348678
34,1.3327627918797447,1.3001459136038729,0.5110143280944266,0.5207780725022104,0.0004902902685135428
35,1.324398740780878,1.2925153114505479,0.5122135959098656,0.5219569702328323,0.0005125140012126976
36,1.3176233463536262,1.286233499343157,0.5120873571924509,0.5225464190981433,0.0005102462482025006
37,1.3145071230158618,1.2776408052149333,0.5133497443665972,0.5257883878573534,0.0004936232377519243
38,1.3059533865457982,1.2740460126546853,0.5129710282143534,0.5272620100206307,0.0005036750571456723
39,1.2998239006112338,1.263631755048604,0.5167581897367923,0.5281461833185971,0.0005384132897154833
40,1.2925501030547701,1.2568146852908708,0.5150539670516947,0.5275567344532862,0.0005086102750817084
41,1.2855119216602378,1.2476002943048496,0.5178312188348166,0.5290303566165635,0.0005198588826052432
42,1.2807654415892207,1.240414236908004,0.5196616802373288,0.5275567344532862,0.0005249092090252501
43,1.2729033202690991,1.2326014925869313,0.5175787413999874,0.5316828765104628,0.0005035037563386337
44,1.2623099215436386,1.226490362956044,0.5231963643249384,0.5313881520778072,0.0005147779769671127
45,1.255850909342107,1.2153397172803624,0.5212396642050117,0.5355142941349837,0.0005153668075019285
46,1.2430370845164433,1.2065405457763942,0.5229438868901092,0.5419982316534041,0.00050860833378292
47,1.2391799094512488,1.1970362716672556,0.5287508678911822,0.5440613026819924,0.00051717483387115
48,1.2306123619721272,1.1882341595972108,0.5324749100549139,0.5505452402004126,0.0005314007014899605
49,1.2234967971686304,1.176990963595475,0.5317805971091334,0.5517241379310345,0.0005513960188148314
50,1.2143392409669145,1.1672521239004408,0.5362620715773527,0.5552608311229,0.0005553174273185054
51,1.202503950060268,1.1567486780005292,0.5416272170674746,0.569112879457707,0.0005681871848674327
52,1.1970605876178955,1.1446071688559003,0.543710155904816,0.5682287061597406,0.0005777213245842829
53,1.183375950361648,1.1342458171265475,0.5482547497317427,0.5764809902740937,0.0005589947588838186
54,1.1744016531568235,1.124149564371466,0.5514738370258159,0.5755968169761273,0.0005481363524167456
55,1.1639615792198208,1.114135660185,0.5543773275263524,0.577954612437371,0.0005531081691020321
56,1.1523670256307148,1.100805664849499,0.5603736666035473,0.5838491010904804,0.0005402993141592794
