epoch,val_loss,val_acc,val_f1
1,1.386565665404002,0.5113468906572355,0.14554570895522387
2,1.3616501291592915,0.5107574417919245,0.14669290370613924
3,1.1629428753146418,0.5490716180371353,0.27117598919755187
4,1.0637540210176397,0.587385794282346,0.46347258588034546
5,1.166457583506902,0.5573239021514883,0.4929482385669328
6,0.8114581980087139,0.6911287945770704,0.6041575803578435
7,0.7122210518077567,0.7347480106100795,0.6370313579021548
8,0.7710157494854044,0.7338638373121131,0.6580778384387826
9,0.661836970873453,0.7662835249042146,0.6896287718967309
10,0.7422153980091766,0.7547892720306514,0.7144814846696546
11,0.6813214399196483,0.7765988800471559,0.7314956960623136
12,0.6333684888150957,0.7966401414677277,0.7625285605307351
13,0.6163582525871418,0.8022399056881816,0.7814214717116539
14,0.5768008481849123,0.8178603006189213,0.7742255789526903
15,0.520294446774103,0.8455643972885353,0.8105306399367832
16,0.6175518982388355,0.8219864426760979,0.8103454249176982
17,0.5175586578056768,0.847922192749779,0.8170728390494316
18,0.552510676836526,0.8414382552313587,0.8180199108294745
19,0.6590867961446444,0.8152077807250221,0.7952351977344648
20,0.6140101881766761,0.8361332154435602,0.8306096584941512
21,0.5503707038307631,0.847922192749779,0.8207228093082064
22,0.5142430818156788,0.8629531388152077,0.8382463362966844
23,0.500710438798975,0.8635425876805187,0.8495058060139465
24,0.5128584483431445,0.8629531388152077,0.8488792730384439
25,0.511432614867334,0.8720895962275272,0.8488425844358279
26,0.5376645695004199,0.8670792808723843,0.853244684143729
27,0.5508082336228755,0.8608900677866195,0.836797177707692
28,0.5341649944721548,0.8697318007662835,0.8532542521147719
29,0.4816401258662895,0.8809313292071913,0.8621550923101119
30,0.5068404215077559,0.8750368405540819,0.8612755527550453
31,0.5117653384114857,0.8759210138520483,0.8600946276250876
32,0.5021691559813917,0.8841732979664014,0.8658452961592707
33,0.5753518384363916,0.8685529030356617,0.8591291750684944
34,0.5403666867426148,0.8694370763336281,0.8589730111657388
35,0.5841368901784774,0.870026525198939,0.8621783089042228
36,0.5625588136414686,0.8723843206601827,0.8557187171341242
37,0.55203660349879,0.8753315649867374,0.8626087782263527
38,0.5430505880051189,0.8912466843501327,0.8805112622203262
39,0.6022706607667109,0.8759210138520483,0.8619634721521379
40,0.5034378439670911,0.8918361332154435,0.8774906714415688
41,0.5247842327657121,0.8809313292071913,0.8671552838985216
42,0.5746055658630751,0.8868258178603006,0.8781449078445862
