Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,1.7925022625000664,1.7863952996911392,0.15672536767026446,0.10197465369879163,6.795364415518437e-05
2,1.7904453205278272,1.7809381963860276,0.15798775484441077,0.1523725316828765,6.534890274368572e-05
3,1.784025513643509,1.770208140934529,0.19232468598119043,0.2720306513409962,8.21763364713255e-05
4,1.7722868144282682,1.7548022802481074,0.24534494729533549,0.40671971706454463,7.713484371324715e-05
5,1.7549889340723042,1.7350620975053104,0.32601148772328475,0.48040082522841143,7.973306898230112e-05
6,1.734619373407793,1.7116862948651235,0.39645269204064887,0.49631594459180667,8.005849988383943e-05
7,1.710343381209272,1.685262208592038,0.4486524016915988,0.5016209843796051,8.855958271754974e-05
8,1.6854473342199048,1.6564959753870157,0.4762355614466957,0.5025051576775714,8.683464092670468e-05
9,1.656923052526172,1.6259435085360716,0.4899955816448905,0.5033893309755378,9.14789198745586e-05
10,1.6277978330190335,1.595417654271889,0.49523448841759765,0.5039787798408488,8.238789289277408e-05
11,1.5988559391449957,1.5655705748214295,0.49914788865745124,0.5069260241674035,9.280854400748414e-05
12,1.5710264895364565,1.5372999743167328,0.5006627532664268,0.5092838196286472,8.695299995748382e-05
13,1.5463942243829714,1.5113015376534253,0.5016726630057439,0.5107574417919245,8.478365123238082e-05
14,1.5214298180180021,1.4878006469103708,0.5019882597992804,0.5104627173592691,9.728791790012157e-05
15,1.4994733859544178,1.466992670267759,0.5031875276147194,0.51105216622458,9.223407005440562e-05
16,1.4836670647123158,1.4491131858702013,0.5037556018430853,0.5113468906572355,9.057033184629148e-05
17,1.4651536779452445,1.433011795896153,0.5037556018430853,0.5113468906572355,9.238004368422858e-05
18,1.4510930349660824,1.4188924616429435,0.5039449599192072,0.5113468906572355,9.242020900567162e-05
19,1.4408445887468397,1.4064194917889636,0.5048286309411096,0.5113468906572355,9.104095383860627e-05
20,1.4265744762198533,1.3949578880666458,0.5048286309411096,0.5116416150898909,8.948418269861394e-05
21,1.4151647432670744,1.3842868844984275,0.5053967051694754,0.5131152372531683,8.867654220734192e-05
22,1.405906865965919,1.3743374160071793,0.5061541374739633,0.5134099616858238,9.410785980118665e-05
23,1.3952618577463312,1.3647020896767712,0.5061541374739633,0.5139994105511347,8.405483650121319e-05
24,1.3874487627156793,1.3554746387913414,0.5074796440068169,0.514883583849101,0.00010100291668146026
25,1.3761950529623173,1.3468923356516889,0.5076058827242316,0.5157677571470675,8.909432776519191e-05
26,1.3692303909870482,1.3383843657754706,0.5088051505396706,0.5166519304450339,9.791084907877019e-05
27,1.3593505394020098,1.3303154210513086,0.5081739569525974,0.5187150014736222,9.55412907483925e-05
28,1.3525495938164322,1.3222351806409023,0.5104462538660607,0.5193044503389331,0.00010369778552275373
29,1.3419699640253882,1.3143705485529722,0.5124029539859875,0.5193044503389331,9.474919569625522e-05
30,1.3358126509741146,1.3065239292592241,0.5136022218014265,0.520483348069555,9.207864576071371e-05
31,1.3314288659528568,1.2989916731887534,0.5127185507795241,0.5213675213675214,9.392352670925868e-05
32,1.3200245451022,1.2913504355149812,0.5134128637253046,0.5216622458001768,9.313696962575799e-05
33,1.3106002726880226,1.2837931608120812,0.5151802057691094,0.5222516946654878,8.694181867841593e-05
34,1.3021812996900135,1.2759474208493378,0.5171369058890362,0.5231358679634541,8.500468841535398e-05
35,1.2949869144762705,1.2682595594492136,0.5168844284542069,0.524904214559387,8.431500063651003e-05
36,1.289268919063895,1.2608267561088717,0.5201666351069874,0.5266725611553198,7.803017372420766e-05
37,1.2830918376090468,1.2533695192559082,0.5192829640850849,0.5269672855879752,9.002795704294619e-05
38,1.2723914060803034,1.2457599195097528,0.5214921416398409,0.5275567344532862,9.526169857638417e-05
39,1.2666127249153623,1.2380433480998883,0.5237644385533043,0.5302092543471854,9.12522995764654e-05
40,1.2593324666168324,1.2304027899155532,0.523701319194597,0.5296198054818745,9.5274279396439e-05
41,1.2495035534253258,1.2229746668309966,0.5258473773906457,0.5325670498084292,8.983921464446788e-05
42,1.2415783052032723,1.2151860255531741,0.5315281196743041,0.5328617742410846,9.67774616605757e-05
43,1.2347779316010667,1.2081955444696832,0.5317174777504261,0.5340406719717065,9.946765031641815e-05
44,1.2280659345803082,1.200353714768387,0.5315281196743041,0.5384615384615384,9.212201648248173e-05
45,1.2215054551211073,1.1926420799863047,0.5356308779902796,0.5396404361921603,9.787554452871198e-05
46,1.2099027194165977,1.1849201695953469,0.540301710534621,0.5417035072207486,9.720951350719604e-05
47,1.2029147324354097,1.1769328287418634,0.5399229943823771,0.5475979958738579,9.327137070698983e-05
48,1.1967838497833947,1.1694906722680678,0.5462980496118159,0.5523135867963455,9.162811395353435e-05
49,1.1893300721796296,1.1618455562695549,0.5435839171874014,0.5517241379310345,9.061299527315211e-05
50,1.1810543551511523,1.1547574359619472,0.5478760335794989,0.5523135867963455,9.282741523756642e-05
51,1.1709136601831625,1.1472367783264534,0.5485703465252793,0.5546713822575892,9.292929580188615e-05
52,1.1637320283167607,1.138951611385351,0.551915672536767,0.5585027998821103,9.206216729425431e-05
53,1.1563172789412466,1.131509750492974,0.5534305371457426,0.5611553197760094,8.536199273420826e-05
54,1.1456098104376522,1.1235108282795847,0.5577857728965474,0.5643972885352195,9.055490679777925e-05
55,1.1369460895041479,1.1158881137197503,0.5626459635170107,0.5649867374005305,8.654164024911158e-05
56,1.1284825107044985,1.107874158487677,0.564728902354352,0.5697023283230179,8.311463088570299e-05
57,1.1231202918013066,1.1004110201249038,0.564918260430474,0.57412319481285,8.858718226776575e-05
58,1.1139779699305457,1.0920111786605966,0.5702202865618885,0.5761862658414383,7.930781920585398e-05
59,1.0995890743043366,1.0841715398735612,0.575332954617181,0.577954612437371,8.107179765605583e-05
60,1.0934244670598847,1.0766071533334667,0.5794357129331565,0.5811965811965812,8.078276986900637e-05
61,1.0804834046771954,1.068696838685836,0.5856845294451808,0.5794282346006484,8.213329682376946e-05
62,1.0747872871604072,1.061005950360533,0.5854951713690589,0.583554376657825,8.275725132270961e-05
63,1.0669291400852239,1.0527061060962515,0.588335542510888,0.591217211906867,8.394698155225019e-05
64,1.0574312548154925,1.044482919131975,0.5894716909676198,0.5903330386089006,7.616624095964663e-05
65,1.0487851753444344,1.0369295931621318,0.597109133371205,0.5926908340701444,7.315614432207467e-05
66,1.0417368370031592,1.0291364900910536,0.5986871173388878,0.59622752726201,7.94812569464426e-05
67,1.0293003307526245,1.0208641051051541,0.6068295146121315,0.6038903625110522,8.666597366453398e-05
68,1.019050991987404,1.0121642790324141,0.6089755728081803,0.6053639846743295,8.380520654538812e-05
69,1.0081244546273196,1.0048035876855645,0.6146563150918387,0.6077217801355732,8.517386733767044e-05
70,0.9996706819335657,0.997551521824905,0.6204632960929117,0.6115531977600943,8.660893860710832e-05
71,0.991863396239538,0.9889245683592468,0.6208420122451556,0.6198054818744474,8.896883559002762e-05
72,0.9881267780036568,0.9814101066906966,0.6242504576153506,0.6203949307397584,9.169845217475008e-05
73,0.9783184339337553,0.9746965572892338,0.6264596351701067,0.6230474506336575,9.937342960545716e-05
74,0.9640786736283739,0.9651092736376023,0.6329609291169602,0.6292366637194223,9.97105383973813e-05
75,0.9568876610262439,0.9602054669166293,0.6415451619011551,0.6265841438255232,0.0001111565112977334
76,0.9469759594172922,0.9512508278078573,0.6423657135643502,0.6351311523725317,9.809874874289075e-05
77,0.9379129797146867,0.9430353798207161,0.6450167266300575,0.6348364279398763,0.00011289973741437588
78,0.929755286903143,0.9359854488923702,0.6478570977718866,0.6439728853521957,0.00010782814700066392
79,0.9196797019180035,0.9296180655251483,0.6556838982515938,0.6457412319481285,0.00011669255368435525
80,0.9127400692105331,0.921000152747258,0.6578930758063498,0.650456822870616,0.00010986064168560093
81,0.9000812914025669,0.9130377501925641,0.6658461150034716,0.6534040671971706,0.00010866374821401956
82,0.8913718488664404,0.9057381368828775,0.667929053840813,0.65929855585028,0.00010416791090375056
83,0.8820901732097737,0.8997398670921978,0.6718424540806666,0.6578249336870027,9.938104431233247e-05
84,0.8776149112964711,0.8906649134343892,0.6743672284289591,0.6666666666666666,0.00011818034099763537
85,0.8670146452397144,0.884053854263535,0.6822571482673736,0.6760978485116416,0.00011728486049839668
86,0.8607667269433138,0.8772772863801517,0.6832670580066906,0.6805187150014737,0.00010785287222476692
87,0.8525330438116077,0.8718419173914108,0.6842769677460077,0.6793398172708518,0.00010668139622336812
88,0.8390599300537357,0.8634867504076588,0.6898945906709588,0.6843501326259946,0.00011048923122350867
89,0.8296802655047693,0.8580931716003216,0.6970901975635928,0.6896551724137931,0.00010576248469921869
90,0.8178117748316751,0.8525688224157821,0.7019503881840561,0.6834659593280283,0.00011223953028922504
91,0.8101136778698631,0.8452938007212233,0.7002461654989586,0.690834070144415,9.164129672670187e-05
92,0.8068631792553054,0.8367885795097734,0.7047907593258852,0.6920129678750369,9.774967613285226e-05
93,0.8008133453875262,0.8333224288629565,0.7040333270213974,0.6990863542587681,9.504284347344444e-05
94,0.7894898174139072,0.8252465805401678,0.7109133371204949,0.7014441497200118,8.682317371990828e-05
95,0.7841081536042678,0.821506393858721,0.7144480212081046,0.7058650162098438,8.150776219790852e-05
96,0.7724593864925611,0.8162127715048803,0.7194344505459824,0.7020335985853228,8.325484081447211e-05
97,0.7679150930778597,0.8063614186445169,0.7183614214479581,0.7123489537282641,8.725811494146943e-05
98,0.7534050867916139,0.8028113619964312,0.7286498769172505,0.7120542292956086,9.163435921707832e-05
99,0.7498366006383208,0.7956208048265943,0.7268194155147384,0.7161803713527851,8.548789122772361e-05
100,0.7356702518878483,0.7881320833176102,0.7349618127879821,0.7203065134099617,9.28438937040258e-05
