epoch,val_loss,val_acc,val_f1
1,1.424291968345642,0.5081049218980254,0.1492708142653487
2,1.039326743947135,0.5888594164456233,0.5269229216329493
3,0.7017087798427653,0.7273798997936929,0.6315198483072816
4,0.5755577615841672,0.7816091954022989,0.7134512925620728
5,0.4791353173484957,0.8205128205128205,0.773718560964404
6,0.4766869348715301,0.830238726790451,0.7913499164787445
7,0.46052922111832434,0.8535219569702328,0.8261207682492365
8,0.4509445719110469,0.8573533745947539,0.8272361301335602
9,0.4743336011241708,0.8529325081049219,0.8295863165949596
10,0.5293871513395397,0.8549955791335102,0.8372610785010788
11,0.48632890573288834,0.8664898320070734,0.8416270123049139
12,0.5190541970509069,0.8617742410845859,0.8500349217736857
13,0.5556726984903906,0.8635425876805187,0.8517335222994794
14,0.5284727890285905,0.8759210138520483,0.8491277163826957
15,0.5184993251675257,0.8770999115826702,0.847252951959957
16,0.6023123235338264,0.8664898320070734,0.8499131744749514
17,0.5095376384388483,0.8850574712643678,0.8607822112351153
18,0.5657389013148431,0.8765104627173592,0.8497345956702884
