epoch,val_loss,val_acc,val_f1
1,1.4735452709374603,0.4002357795461244,0.3974573163880073
2,0.6954627608259519,0.7371058060713234,0.6541938055762908
3,0.5302004138076747,0.8122605363984674,0.7759055944110376
4,0.4155559252809595,0.8520483348069555,0.832385442901538
5,0.41628988581295645,0.865016209843796,0.8404506699207297
6,0.38904815705286133,0.8821102269378132,0.8756268222445027
7,0.44157396285811923,0.8818155025051577,0.8608538921483705
8,0.5032016654602356,0.8667845564397288,0.8520978575054219
9,0.3844099159231754,0.8962569997052756,0.8760219529579089
10,0.4145780820313289,0.8938992042440318,0.88690445737234
11,0.43328643008566425,0.8915414087827881,0.8758715005672484
12,0.4174198376907346,0.8938992042440318,0.878964045138529
13,0.44992385385342426,0.8900677866195108,0.8719815733619612
14,0.39905247446451403,0.8994989684644857,0.8839999756692399
15,0.444138488199786,0.8971411730032419,0.8787157257603198
16,0.44336288869467183,0.8986147951665193,0.8829696978362749
17,0.40872689638355814,0.9071618037135278,0.8986251791618624
18,0.44953357244634795,0.8921308576480991,0.8881001718911482
19,0.4334747667092382,0.8986147951665193,0.8897417105878485
