epoch,val_loss,val_acc,val_f1
1,1.1585421004781016,0.6133215443560271,0.2221833126907561
2,0.625668228207225,0.7580312407898615,0.6046323348706896
3,0.5505700129670678,0.7945770704391394,0.7212796922352956
4,0.4016554044145677,0.8520483348069555,0.7907091160404356
5,0.44560416094329275,0.8449749484232243,0.7810905435076514
6,0.4404904145555553,0.8585322723253758,0.7950474401654593
7,0.42985706337775037,0.870026525198939,0.8425002328794347
8,0.4291853382191793,0.8747421161214265,0.8425215991642471
9,0.44172830379964717,0.8770999115826702,0.8248895917297776
10,0.44980006249884524,0.882699675803124,0.8438639116413614
11,0.47197775774003714,0.8841732979664014,0.8414150325021968
12,0.45900263362165317,0.8800471559092249,0.8553029928555883
13,0.534358221982041,0.8750368405540819,0.8261704561103982
14,0.44128845985606957,0.8941939286766873,0.8698560363238864
