epoch,val_loss,val_acc,val_f1
1,1.4530272660432038,0.5113468906572355,0.14554570895522387
2,1.3845648853867143,0.5113468906572355,0.14554570895522387
3,1.322542738031458,0.4745063365753021,0.37652526414604465
4,1.215364158153534,0.4904214559386973,0.3989075738470045
5,1.323749237590366,0.4960212201591512,0.4799397748202604
6,0.8186674951403229,0.6934865900383141,0.5981242343503461
7,0.7290847569152161,0.72561155319776,0.6100116012154343
8,0.8116698477555204,0.7244326554671382,0.6233830926626122
9,0.7179571661960196,0.7421161214264662,0.6761191958664695
10,0.7927316283738172,0.7344532861774241,0.7008097172086826
11,0.7395519560409917,0.7568523430592397,0.710629684258141
12,0.6984345532125897,0.7727674624226348,0.7519656821173701
13,0.6545988005344514,0.7836722664308872,0.7713345471487416
14,0.6222342822562765,0.806955496610669,0.7723083974319551
15,0.5247987776442811,0.843501326259947,0.8026228443223592
16,0.6176576251509013,0.8196286472148541,0.8013981120677243
17,0.5184315563765941,0.8449749484232243,0.8133000378172153
18,0.548273785798638,0.8411435307987032,0.8146945416688458
19,0.6155556059545941,0.8290598290598291,0.8082057823944591
20,0.5709981687918857,0.8361332154435602,0.8277818128182072
21,0.5424675351974589,0.8499852637783673,0.8126093900159373
22,0.4988647100895091,0.8644267609784851,0.8428278663313394
23,0.510956132232591,0.8561744768641321,0.8505891375619754
24,0.5266371955060296,0.8579428234600648,0.845769073568901
25,0.5279950248422446,0.8659003831417624,0.842081429290391
26,0.5596447749132359,0.8579428234600648,0.8518933694261857
27,0.5559469563541589,0.860595343353964,0.8489948661369543
28,0.5883157450567793,0.8591217211906867,0.8494679862242438
29,0.4990461775343175,0.8800471559092249,0.8633369051043996
30,0.5355305430927763,0.8682581786030061,0.8535755280672765
31,0.5260586084591018,0.8703212496315944,0.8583372998870771
32,0.4900450763396091,0.8862363689949897,0.8669311183163924
33,0.5738137770030234,0.8691423519009726,0.8619919687330625
34,0.5450951915096354,0.8667845564397288,0.8609575656489274
35,0.5601850165813057,0.874447391688771,0.866512625622441
36,0.5490233440779977,0.8726790450928382,0.8603784791610304
37,0.5155253876000643,0.882699675803124,0.8673280787599651
38,0.5009142577958604,0.8959622752726201,0.8807063146261322
39,0.5671696324004896,0.8812260536398467,0.8621586429263487
40,0.49885067179868064,0.8950781019746537,0.8752299617657235
41,0.5408113155927923,0.8803418803418803,0.8651890382935444
42,0.5799472923907969,0.8850574712643678,0.8726972647169114
